cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GRASSROOTS PARTNERS LLC",240,05-NOV-15,"PHOENIX","AZ","85012","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1057556","SB23.90738","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHOPWILDTHINGS.COM",829.42,07-OCT-15,"LAKE HAVASU CITY","AZ","86406","LIGHTING/STAGING/EQUIPMENT PURCHASE","X","","SB23","1057556","SBCCUV45.9450","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",63.48,03-SEP-15,"SCOTTSDALE","AZ","85260","WEB SERVICE","X","","SB23","1053893","SBCCUV1.10110","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",62.67,03-SEP-15,"SCOTTSDALE","AZ","85260","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9449","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",34.23,03-SEP-15,"SCOTTSDALE","AZ","85260","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9450","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",898.7,31-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4447","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",230.6,31-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4448","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",280.6,10-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4611","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARRIOTT",446.84,05-OCT-15,"PHOENIX","AZ","85054","TRAVEL","X","","SB23","1057556","SBUC23.337","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TASTI D LITE",6.88,03-MAR-16,"SCOTTSDALE","AZ","85258","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10056","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","TASTI D LITE",13.76,03-MAR-16,"SCOTTSDALE","AZ","85258","FOOD/BEVERAGES","X","","SB23","1066253","SB23CCUV.10057","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARRIOTT PHOENIX DESERT RIDGE",35.49,07-OCT-15,"PHOENIX","AZ","85054","FOOD/BEVERAGES","X","","SB23","1057556","SBCCUV45.9209","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",169.1,20-OCT-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBCAN23.275","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",62.9,20-OCT-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBCAN23.278","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BEST WESTERN",239.78,05-OCT-15,"PHOENIX","AZ","85016","TRAVEL","X","","SB23","1057556","SBUC23.245","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",327.6,06-NOV-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBCCUV45.10182","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",327.6,06-NOV-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBCCUV45.10183","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",327.6,06-NOV-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBCCUV45.10184","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",38,06-NOV-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBCCUV45.9932","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",213.1,14-DEC-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBUC23.468","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",433.1,14-DEC-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBUC23.472","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",397.6,14-DEC-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBUC23.473","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",16.72,07-OCT-15,"SCOTTSDALE","AZ","85260","SUBSCRIPTIONS","X","","SB23","1057556","SBCCUV45.9563","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",16.72,07-OCT-15,"SCOTTSDALE","AZ","85260","SUBSCRIPTIONS","X","","SB23","1057556","SBCCUV45.9564","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CLEAN AIR CAB",12.65,07-OCT-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1057556","SBCCUV45.9741","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SHOPWILDTHINGS.COM",-23.98,06-NOV-15,"LAKE HAVASU CITY","AZ","86406","CREDIT- LIGHTING/STAGING/EQUIP RENTAL","X","","SB23","1057556","SBCCUV45.9022","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",308.6,11-MAY-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SBUV8.4101","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",260.2,21-MAY-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1444","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",724.1,21-MAY-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1466","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",724.1,21-MAY-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1467","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",724.1,21-MAY-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1468","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",173.1,21-MAY-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1537","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",322.1,21-MAY-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1538","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",183.1,21-MAY-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1539","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",1895.62,29-APR-15,"SCOTTSDALE","AZ","85260","WEB SERVICE","X","","SB23","1024046","SB23CCUV6.1659","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",18.16,21-MAY-15,"SCOTTSDALE","AZ","85260","WEB SERVICE","X","","SB23","1024046","SB23CCUV6.1662","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",416.1,17-JUN-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1558","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",615.1,17-JUN-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1573","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",355.2,17-JUN-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1581","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",416.1,17-JUN-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1624","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",329.1,17-JUN-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1644","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",428.1,17-JUN-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SB23CCUV6.1652","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",71.64,17-JUN-15,"SCOTTSDALE","AZ","85260","WEB SERVICE","X","","SB23","1024046","SB23CCUV6.1438","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",2.12,17-JUN-15,"SCOTTSDALE","AZ","85260","WEB SERVICE","X","","SB23","1024046","SB23CCUV6.1665","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",2.65,17-JUN-15,"SCOTTSDALE","AZ","85260","WEB SERVICE","X","","SB23","1024046","SB23CCUV6.1666","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",492.5,13-APR-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SBUV8.4098","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",340.1,13-APR-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SBUV8.4099","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",682.2,30-APR-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1024046","SBUV8.4100","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",286.1,17-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4661","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",253.1,17-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4663","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",175.1,17-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4669","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",278.1,17-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4674","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",176.6,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9828","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",211.6,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9834","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",413.2,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9835","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",200,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9847","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",332.6,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9859","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",226.1,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9860","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",318.1,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9896","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",330.1,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9766","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",330.1,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9767","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",330.1,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9768","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",200,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9790","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",25,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9791","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",221.1,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9797","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",377,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9914","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",332.6,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9927","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",226.1,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9928","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",388.1,03-SEP-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9986","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","GODADDY.COM",124.8,03-AUG-15,"SCOTTSDALE","AZ","85260","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9439","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",299.1,06-JUL-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4646","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",372.2,06-JUL-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4647","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",200,06-JUL-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4650","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",822.2,06-JUL-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4651","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",200,06-JUL-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4652","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",342.1,06-JUL-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4653","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",390.1,17-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4658","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",302.1,17-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4660","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",221.1,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9724","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",50,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9725","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",330.1,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9764","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",330.1,03-AUG-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SBCCUV1.9765","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","US AIRWAYS",547.91,24-JUL-15,"PHOENIX","AZ","85034","TRAVEL","X","","SB23","1053893","SB23UV.4494","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,21-MAY-15,"RICHMOND","BC","99999","SUBSCRIPTIONS","X","","SB23","1024046","SB23CCUV6.1435","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,17-JUN-15,"RICHMOND","BC","99999","SUBSCRIPTIONS","X","","SB23","1024046","SB23CCUV6.1439","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,03-AUG-15,"RICHMOND","BC","","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9445","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WONDERSHARE",29,03-AUG-15,"SURREY","BC","","SOFTWARE PURCHASE","X","","SB23","1053893","SBCCUV1.9421","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,03-SEP-15,"RICHMOND","BC","","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9454","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,03-FEB-16,"RICHMOND","BC","99999","SUBSCRIPTIONS","X","","SB23","1056882","SB23UV3.4626","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,06-NOV-15,"RICHMOND","BC","","SUBSCRIPTIONS","X","","SB23","1057556","SBCCUV45.9577","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,09-DEC-15,"RICHMOND","BC","","SUBSCRIPTIONS","X","","SB23","1057556","SBCCUV45.9585","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,07-OCT-15,"RICHMOND","BC","","SUBSCRIPTIONS","X","","SB23","1057556","SBCCUV45.9561","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,03-MAR-16,"RICHMOND","BC","99999","SUBSCRIPTIONS","X","","SB23","1066253","SB23CCUV.10134","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,05-JAN-16,"RICHMOND","BC","99999","SUBSCRIPTIONS","X","","SB23","1051537","SBCCUV23.4762","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","VP PRESSREADER",29.95,03-JUL-15,"RICHMOND","BC","","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9435","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CREME DE LA CREME CATERING",13357.97,03-FEB-16,"COSTA MESA","CA","92626","CATERING","X","","SB23","1056882","SB23UV3.4456","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BOINGO WIRELESS INC",9.95,03-FEB-16,"LOS ANGELES","CA","90024","TRAVEL","X","","SB23","1056882","SB23UV3.4664","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SAYET, EVAN",8000,24-FEB-16,"TARZANA","CA","91356","POLITICAL STRATEGY CONSULTING","","","SB23","1056882","SB23.1594","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DROPBOX",10.65,03-FEB-16,"SAN FRANCISCO","CA","94107","SUBSCRIPTIONS","X","","SB23","1056882","SB23UV3.4619","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DROPBOX",10.65,03-FEB-16,"SAN FRANCISCO","CA","94107","SUBSCRIPTIONS","X","","SB23","1056882","SB23UV3.4623","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FAIRMONT NEWPORT BEACH",149.2,03-FEB-16,"NEWPORT BEACH","CA","92660","TRAVEL","X","","SB23","1056882","SB23UV3.4715","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FANDANGO INC",113.5,03-FEB-16,"LOS ANGELES","CA","90064","TICKETS","X","","SB23","1056882","SB23UV3.4633","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTUIT",165.35,10-FEB-16,"MOUNTAIN VIEW","CA","94043","PRINTING","","","SB23","1056882","SB23.1603","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","INTUIT",234.48,08-FEB-16,"MOUNTAIN VIEW","CA","94043","SUBSCRIPTIONS","","","SB23","1056882","SB23.1624","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STRIPE",60,12-FEB-16,"SAN FRANCISCO","CA","94110","CREDIT CARD MERCHANT FEE","","","SB23","1056882","SB23.1288","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STRIPE",90.47,18-FEB-16,"SAN FRANCISCO","CA","94110","CREDIT CARD MERCHANT FEE","","","SB23","1056882","SB23.1289","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STRIPE",15.62,29-FEB-16,"SAN FRANCISCO","CA","94110","CREDIT CARD MERCHANT FEE","","","SB23","1056882","SB23.1297","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STRIPE",141.24,29-FEB-16,"SAN FRANCISCO","CA","94110","CREDIT CARD MERCHANT FEE","","","SB23","1056882","SB23.1298","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STRIPE",28.71,29-FEB-16,"SAN FRANCISCO","CA","94110","CREDIT CARD MERCHANT FEE","","","SB23","1056882","SB23.1299","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","THE SPANISH GROUP LLC",187.17,19-FEB-16,"IRVINE","CA","92612","TRANSLATION SERVICE","","","SB23","1056882","SB23.1632","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",9.7,03-AUG-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9789","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",3.02,03-AUG-15,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1053893","SBCCUV1.9793","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER CONFERENCE",45.63,03-AUG-15,"SAN FRANCISCO","CA","94111","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9443","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER CONFERENCE",10.94,03-AUG-15,"SAN FRANCISCO","CA","94111","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9444","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER CONFERENCE",21.87,03-AUG-15,"SAN FRANCISCO","CA","94111","SUBSCRIPTIONS","X","","SB23","1053893","SBCCUV1.9446","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","STAMPS.COM",15.99,03-FEB-16,"EL SEGUNDO","CA","90245","POSTAGE","X","","SB23","1056882","SB23UV3.4610","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","T3 GLADSTONES",38.69,03-FEB-16,"LOS ANGELES","CA","90045","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4536","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MARSHALL, GAIL",7000,10-FEB-16,"ENCINO","CA","91316","POLITICAL STRATEGY CONSULTING","","","SB23","1056882","SB23.1591","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",5.65,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4659","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",15.96,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4662","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",20.59,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4665","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",60.6,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4668","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",35.66,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4672","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",82.34,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4675","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",111.63,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4681","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",158.6,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4690","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","OVERWATCH SECURITY SERVICES INC",9471.59,16-FEB-16,"SANTA CLARITA","CA","91350","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1056882","SB23.1577","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","OVERWATCH SECURITY SERVICES INC",22675,22-FEB-16,"SANTA CLARITA","CA","91350","PERSONNEL SERVICE/EQUIPMENT","","","SB23","1056882","SB23.1578","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","OVERWATCH SECURITY SERVICES INC",25977.18,08-FEB-16,"SANTA CLARITA","CA","91350","PERSONNEL SERVICE/EQUIPMENT/TRAVEL","","","SB23","1056882","SB23.1580","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",211.04,03-FEB-16,"SAN JOSE","CA","95113","SUBSCRIPTIONS","X","","SB23","1056882","SB23UV3.4620","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ADOBE CREATIVE CLOUD",54.11,03-FEB-16,"SAN JOSE","CA","95113","TRAVEL","X","","SB23","1056882","SB23UV3.4677","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",302.35,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4697","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",15.5,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4720","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",50.22,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4756","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",46.49,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4757","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",5.43,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4760","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",41.24,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4767","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",43.08,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4769","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UBER",64,03-FEB-16,"SAN FRANCISCO","CA","94105","TRAVEL","X","","SB23","1056882","SB23UV3.4864","",
