cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",248,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4797","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",248,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4798","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",357.1,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4638","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",70,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4639","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",680.2,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4643","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",70,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4644","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",357.1,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4707","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",104,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4708","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",20.53,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4709","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",43.37,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4710","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",25,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4722","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",7.99,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4724","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",964.6,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4728","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4823","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4824","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4842","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",37,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4865","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4866","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4867","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4868","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4869","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4870","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LONGHORN STEAKHOUSE",38.23,03-FEB-16,"AMARILLO","TX","79106","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4535","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","LONGHORN STEAKHOUSE",162.18,03-FEB-16,"AMARILLO","TX","79106","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4586","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4871","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",862,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4872","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",357,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4891","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",545,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4892","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED AIRLINES",9,03-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23UV3.4903","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","USPS",82,03-FEB-16,"DALLAS","TX","75260","POSTAGE","X","","SB23","1056882","SB23UV3.4611","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","USPS",19.6,03-FEB-16,"DALLAS","TX","75260","TRAVEL","X","","SB23","1056882","SB23UV3.4727","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHVIEW ASSET MANAGEMENT LLC",46320.65,12-FEB-16,"CENTER","TX","75935","TRAVEL","","","SB23","1056882","SB23.1658","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHVIEW ASSET MANAGEMENT LLC",-26167.58,12-FEB-16,"CENTER","TX","75935","VOID CHECK- WRONG PAYEE","","NEW INVOICE SPLIT BEWTWEEN SOUTHVIEW ASSET MANAGEMENT LLC AND DISTRICT DISPOSAL LLC","SB23","1056882","SB23.1667","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHVIEW ASSET MANAGEMENT LLC",-34935,12-FEB-16,"CENTER","TX","75935","VOID CHECK- WRONG PAYEE","","NEW INVOICE SPLIT BEWTWEEN SOUTHVIEW ASSET MANAGEMENT LLC AND DISTRICT DISPOSAL LLC","SB23","1056882","SB23.1668","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",1169.96,26-FEB-16,"DALLAS","TX","75235","TRAVEL","","","SB23","1056882","SB23.1640","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CORCORAN, ERIK",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1423","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CORCORAN, ERIK",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1440","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CORRADO, CHRIS",2708.33,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1494","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CORRADO, CHRIS",2708.33,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1495","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",248,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4799","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",271,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4800","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",271,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4801","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",368,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4802","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",368,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4803","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",626,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4804","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",626,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4805","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",631,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4806","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",631,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4807","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",671,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4808","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",671,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4809","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",801,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4810","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",1096,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4811","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",1096,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4812","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",165,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4819","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",165,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4820","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",221,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4821","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",221,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4822","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",165,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4833","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",219,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4834","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",221,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4835","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MCCLELLAN, JONATHON",3333.33,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1518","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",370,10-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.597","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",420.6,10-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.601","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",562.2,10-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.604","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","SOUTHWEST AIRLINES",266.98,10-FEB-16,"DALLAS","TX","75235","TRAVEL","X","","SB23","1056882","SB23IND.602","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","UNITED",328.37,10-FEB-16,"HOUSTON","TX","77210","TRAVEL","X","","SB23","1056882","SB23IND.605","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MELENDEZ, JOSE",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1413","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MELENDEZ, JOSE",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1441","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MEYER, SHAWN",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1418","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MEYER, SHAWN",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1432","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MILLER, CHRISTOPHER",2083.33,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1476","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MILLER, CHRISTOPHER",2083.33,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1477","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MINOR, JACK",2500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1486","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MINOR, JACK",2500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1492","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","MINOR, JACK",135.15,10-FEB-16,"HOUSTON","TX","77046","TRAVEL","","NO ITEMIZATION NECESSARY","SB23","1056882","SB23.1634","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NAGLIERI, TREVOR",1350,05-FEB-16,"HOUSTON","TX","77365","PAYROLL","","","SB23","1056882","SB23.1443","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NAGLIERI, TREVOR",1350,19-FEB-16,"HOUSTON","TX","77365","PAYROLL","","","SB23","1056882","SB23.1446","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NORRIS, TYLER",2500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1485","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NORRIS, TYLER",2500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1491","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NURNBERG, ERICA",1750,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1463","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","NURNBERG, ERICA",1750,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1467","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONTIVEROS, LILA",1500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1451","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ONTIVEROS, LILA",1500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1456","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PARISH, DANA",3000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1511","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PARISH, DANA",3000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1513","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PERRY, JOSHUA",2500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1484","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PERRY, JOSHUA",2500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1490","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",553.6,10-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.559","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",227.6,10-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.560","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PHELPS, MEGAN",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1419","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PHELPS, MEGAN",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1433","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",36,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4845","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",165,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4877","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",165,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4878","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",219,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4879","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",221,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4880","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",221,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4881","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",24,03-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23UV3.4893","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","B&B BUTCHERS RESTAURANT",608.78,03-FEB-16,"HOUSTON","TX","77007","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4546","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BERRYHILL BAJA GRILL",300,03-FEB-16,"HOUSTON","TX","77024","FACILITY RENTAL/FOOD/BEVERGES","X","","SB23","1056882","SB23UV3.4494","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WALMART- HOUSTON",26.72,03-FEB-16,"HOUSTON","TX","77007","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4534","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WALMART- HOUSTON",113.41,03-FEB-16,"HOUSTON","TX","77007","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4538","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WALMART- HOUSTON",112.56,03-FEB-16,"HOUSTON","TX","77007","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4567","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WALMART- HOUSTON",166.28,03-FEB-16,"HOUSTON","TX","77007","OFFICE SUPPLIES","X","","SB23","1056882","SB23UV3.4604","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","WILDFLOWERS FLORIST",216.51,03-FEB-16,"SPRING","TX","77379","FLORAL SERVICE","X","","SB23","1056882","SB23UV3.4500","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BEIRNE MAYNARD & PARSONS LLP",6167.84,29-FEB-16,"HOUSTON","TX","77227","BALLOT ACCESS CONSULTING","","","SB23","1056882","SB23.1236","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","BENEZET CONSULTING",2860,10-FEB-16,"DRIPPING SPRINGS","TX","78620","BALLOT ACCESS CONSULTING","","","SB23","1056882","SB23.1235","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PHILLIPS, BRIAN",4000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1527","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PHILLIPS, BRIAN",4000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1529","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PAPPAS BURGER",13.84,03-FEB-16,"HOUSTON","TX","77057","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4528","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","PIZZA HUT  HOUSTON",26.9,03-FEB-16,"HOUSTON","TX","77027","FOOD/BEVERAGE","X","","SB23","1056882","SB23UV3.4564","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AKERS, MARISSA",2500,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1483","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AKERS, MARISSA",2500,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1489","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ANDZEL, CHRISTIAN",1350,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1445","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",535.6,19-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.587","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",488.6,19-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.589","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",460.1,19-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.590","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",461.6,19-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.591","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",433.2,19-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.592","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",344.6,19-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.593","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CRAWFORD, VICKI",230.72,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1368","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CRAWFORD, VICKI",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1411","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CUETO, PABLO",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1422","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CUETO, PABLO",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1439","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DAGEL, JACOB",300,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1369","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DAGEL, JACOB",1625,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1461","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DAWSON, RACHEL",3000,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1510","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DAWSON, RACHEL",3000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1512","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DEES, CHAD",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1407","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DEES, CHAD",1250,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1430","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ELLIOTT, SAMUEL",1475,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1449","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ELLIOTT, SAMUEL",1475,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1450","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ENGLISH, BRYAN",5000,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1530","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FARALDI, CHRISTOPHER",230.72,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1365","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FARALDI, CHRISTOPHER",1250,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1405","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRAZIER, CATHERINE",3375,05-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1520","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","FRAZIER, CATHERINE",3375,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1521","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","DFW AIRPORT",8.03,03-FEB-16,"DALLAS","TX","75261","PARKING","X","","SB23","1056882","SB23UV3.4606","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","ANDZEL, CHRISTIAN",1350,19-FEB-16,"HOUSTON","TX","77265","PAYROLL","","","SB23","1056882","SB23.1448","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","AMERICAN AIRLINES",280.2,10-FEB-16,"FORT WORTH","TX","76155","TRAVEL","X","","SB23","1056882","SB23IND.555","",
C00574624,"P60006111","Cruz, Rafael Edward 'Ted'","CONVICTION DIGITAL LLC",1950,19-FEB-16,"AUSTIN","TX","78745","FINANCE CONSUTLING/PRINTING","","","SB23","1056882","SB23.1335","",
